rank_eligible,iso3,country,region,income_group,eligible,exclusion_reason,recommendation_category,PRIORITY,rank_median_mc,rank_q25_mc,rank_q75_mc,p_top5_mc,p_top10_mc,p_top20_mc,I_MARKET,I_PROGRAM,I_DEM,I_ECO,I_RUSCOMP,I_RUSCOMP_GRADED,I_FIN,I_FEAS,I_HRSTRAT,I_PARTNERSHIP,PROGRAM_FIT,recommended_program_profile,I_PROFILE_DIPLO_ANALYTIC,I_PROFILE_ECON_LEGAL,I_PROFILE_DIGITAL_FINANCE,I_PROFILE_ENERGY_LOGISTICS,addressable_market_students_2026,addressable_market_students_2035,addressable_market_students_2050,DATAQ,IMPUTED_SHARE_KEY,recommended_format,capex_usd,capex_rub,npv_10y_usd,npv_10y_rub,npv_expected_usd,npv_expected_rub,npv_p10_usd,npv_p90_usd,npv_positive_probability,payback_years,students_year_10,avg_tuition_usd,host_subsidy_share,demand_pool_students,is_unfriendly,is_domestic_russia,is_non_sovereign_or_special,has_existing_mgimo_branch,has_mgimo_pipeline,mgimo_pipeline_status_label,mgimo_pipeline_stage,mgimo_presence_type,partner_universities_mgimo_count,platform_data_coverage_pct,top_strengths,main_weaknesses
11.0,MYS,Malaysia,East Asia & Pacific,Upper middle income,True,,B_strategic_with_subsidy,64.94181309762479,11.0,11.0,12.0,0.006,0.14,1.0,0.739122176735935,0.7012816965404672,0.739122176735935,0.7308780575652805,0.7826366801966971,0.7826366801966971,0.19091020026262323,0.7269718963839061,0.6875709211887513,0.5,0.7012816965404672,digital_finance_business_informatics,0.5649224564700456,0.6310351805141878,0.7269414167827423,0.6916126677379933,805992.6844053838,798474.7347954024,698504.0735703061,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1857863.0671324236,136495155.89284533,-2049963.071237041,-150608531.88440704,-2062853.0497542962,-151555544.42709342,-2886352.833389196,-1477393.0440297676,0.0,inf,123.65426624678966,6067.290267821616,0.08,805992.6844053838,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.78; I_MARKET=0.74; I_ECO=0.73,I_FIN=0.19; I_HRSTRAT=0.69; I_PROGRAM=0.70
12.0,ARG,Argentina,Latin America & Caribbean,Upper middle income,True,,A_open_priority,64.40593805490838,12.0,11.0,13.0,0.0,0.11,0.995,0.8411074852773873,0.43819992986097134,0.8411074852773873,0.4624242292280152,0.7097011757759308,0.7097011757759308,0.6499999999999999,0.55327967033353,0.2990098565819463,0.5,0.43819992986097134,diplomatic_analytic,0.494810636151561,0.35788597666345373,0.47774134184706035,0.0018250894802867572,2317223.3363430025,2308952.445355653,1667559.2208202821,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1943526.264981255,142788736.80928132,630531.8245091003,46324479.561676644,1097103.6066494626,80602995.16656871,-966693.8032781258,3875461.436683445,0.5,6.0,295.676442691072,5777.889732991785,0.08,2317223.3363430025,False,False,False,False,False,,,,0.0,100.0,I_MARKET=0.84; I_RUSCOMP=0.71; I_FIN=0.65,I_HRSTRAT=0.30; I_PROGRAM=0.44; I_ECO=0.46
13.0,ARE,United Arab Emirates,Middle East & North Africa,High income,True,,B_strategic_with_subsidy,63.506106745664795,13.0,12.0,13.0,0.066,0.188,1.0,0.7469476890324414,0.8261867829907272,0.7469476890324414,0.8119043644370746,0.8093191916495804,0.8093191916495804,0.08771584780215456,0.8380234908089251,0.80583761125423,0.5,0.8261867829907272,energy_logistics,0.7604462803960823,0.793380405985645,0.7877274012873411,0.8424417631453338,523421.05145924253,522828.45996740577,645802.3823044426,0.7473684210526315,0.25263157894736854,partner_embedded_branch,2210941.8253280874,162435463.87084675,-4055308.436992449,-297939050.0265546,-4199531.335590083,-308534947.74133426,-4919696.322109088,-3321983.943893368,0.0,inf,86.6736048042813,6819.488953702283,0.08,523421.05145924253,False,False,False,False,False,,,,0.0,100.0,I_FEAS=0.84; I_PROGRAM=0.83; I_ECO=0.81,I_FIN=0.09; I_MARKET=0.75; I_HRSTRAT=0.81
14.0,CHL,Chile,Latin America & Caribbean,High income,True,,C_watchlist,61.65425234476375,14.0,13.0,14.0,0.0,0.005,1.0,0.770678394014943,0.6059672224590582,0.770678394014943,0.5967477597248699,0.7505834544279639,0.7505834544279639,0.19505430445415603,0.7452782467990213,0.4998894348504829,0.5,0.6059672224590582,diplomatic_analytic,0.648484214907766,0.5461190825659953,0.6202618697192009,0.29316320731001316,1068630.331709049,1035994.4197573187,741061.2562745439,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1889494.462610326,138819079.7240718,-1747975.7864467308,-128421858.25687623,-1977047.797536825,-145251526.93245324,-2563819.680429073,-1419355.7657071822,0.0,inf,153.3974050601147,5921.210076467734,0.08,1068630.331709049,False,False,False,False,False,,,,0.0,100.0,I_MARKET=0.77; I_RUSCOMP=0.75; I_FEAS=0.75,I_FIN=0.20; I_HRSTRAT=0.50; I_ECO=0.60
15.0,GEO,Georgia,Europe & Central Asia,Upper middle income,True,,B_strategic_with_subsidy,58.64935681598443,15.0,15.0,15.0,0.0,0.002,1.0,0.6595224007655793,0.7069151348149068,0.6595224007655793,0.6999658469873008,0.781334416355231,0.781334416355231,0.11982225007918246,0.6416361674757658,0.6720241906145015,0.5,0.7069151348149068,digital_finance_business_informatics,0.666776343612489,0.6017820870661431,0.728963998635572,0.666346550134766,159082.9770260433,188073.05906699022,133663.00120484628,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1811786.1049393904,133109932.16518159,-3660152.1761422567,-268907354.21377784,-3534756.074677296,-259694640.5748588,-3967000.0390726025,-3238577.7605401715,0.0,inf,24.465926557470386,5817.465907045056,0.08,159082.9770260433,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.78; I_PROGRAM=0.71; I_ECO=0.70,I_FIN=0.12; I_FEAS=0.64; I_MARKET=0.66
16.0,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,True,,C_watchlist,56.618254902616336,16.0,16.0,18.25,0.0,0.0,0.832,0.835787206316009,0.40278508078537467,0.835787206316009,0.5009045966434785,0.7098236756620341,0.7098236756620341,0.3252660125514986,0.4233245938927765,0.3295430631958037,0.5,0.40278508078537467,digital_finance_business_informatics,0.30686016721755627,0.31028747244187194,0.45071370102828845,0.18723780350642238,1340510.0554749868,1585829.5014324063,1552234.1463325154,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1810149.130837639,132989665.47859743,-1131261.8053225,-83112560.44905822,-730341.4984304007,-53657386.51403327,-1743820.2943013425,-117270.60636590411,0.1,10.0,167.28307867629005,5449.397599209665,0.08,1340510.0554749868,False,False,False,False,False,,,,0.0,100.0,I_MARKET=0.84; I_RUSCOMP=0.71; I_ECO=0.50,I_FIN=0.33; I_HRSTRAT=0.33; I_PROGRAM=0.40
17.0,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,True,,C_watchlist,56.35290616731421,17.0,16.0,17.0,0.0,0.0,0.995,0.6827939909731652,0.5917118420221565,0.6827939909731652,0.6096563706037276,0.749480976571578,0.749480976571578,0.13944522786052593,0.6199345548318113,0.5025816030780185,0.5,0.5917118420221565,digital_finance_business_informatics,0.4690166012248355,0.4573439836951214,0.6508777264707027,0.3500910579373364,339965.7151827424,345021.1865045595,306357.57549587335,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1844570.4768716819,135518563.9082379,-3364500.3222621875,-247186137.72624844,-3128454.862167665,-229844137.42310998,-3918419.8774872306,-2260664.970454863,0.0,inf,48.384489123374735,5744.840835749256,0.08,339965.7151827424,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.75; I_MARKET=0.68; I_FEAS=0.62,I_FIN=0.14; I_HRSTRAT=0.50; I_PROGRAM=0.59
18.0,MNG,Mongolia,East Asia & Pacific,Upper middle income,True,,B_strategic_with_subsidy,55.37927627117115,19.0,17.0,21.0,0.0,0.0,0.742,0.6641857398349369,0.6496287559303817,0.6641857398349369,0.5844046261951655,0.764802985263588,0.764802985263588,0.11793524273841512,0.5805344616397992,0.5820009139212483,0.5,0.6496287559303817,energy_logistics,0.5068147414266884,0.45426100144938053,0.5918513076004744,0.696606968154148,104750.35763102693,152254.9621542618,118278.2169631536,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1746558.70068027,128317746.5244087,-3544141.821655631,-260384201.0810354,-3573827.278809081,-262565158.9640965,-4142120.1795699657,-3076395.498753759,0.0,inf,15.50417915198017,5516.366474301389,0.08,104750.35763102693,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.76; I_MARKET=0.66; I_PROGRAM=0.65,I_FIN=0.12; I_FEAS=0.58; I_HRSTRAT=0.58
19.0,COL,Colombia,Latin America & Caribbean,Upper middle income,True,,C_watchlist,55.307013275857685,19.0,18.0,21.0,0.0,0.0,0.709,0.7524831749748395,0.457595518585694,0.7524831749748395,0.5040928595178338,0.7192134558094195,0.7192134558094195,0.22520572349291265,0.521918267678758,0.3621158662570836,0.5,0.457595518585694,digital_finance_business_informatics,0.4209650406781676,0.389187646763694,0.5076144158948268,0.1410460195668154,1123917.5929155764,1004446.9850826286,915737.1017937359,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1793596.9518267666,131773595.09406555,-1477111.2223433377,-108521736.68322045,-1352751.2075473075,-99385143.19217238,-1843396.8895474493,-243932.1208906613,0.0,inf,145.76928592659215,5512.256722329409,0.08,1123917.5929155764,False,False,False,False,False,,,,0.0,100.0,I_MARKET=0.75; I_RUSCOMP=0.72; I_FEAS=0.52,I_FIN=0.23; I_HRSTRAT=0.36; I_PROGRAM=0.46
20.0,PER,Peru,Latin America & Caribbean,Upper middle income,True,,C_watchlist,54.806961566652056,21.0,20.0,24.0,0.0,0.0,0.475,0.7595648508356556,0.47186015157609384,0.7595648508356556,0.5128570164984834,0.7249966627677861,0.7249966627677861,0.18468553210683214,0.5329763761833132,0.3984220634181388,0.5,0.47186015157609384,digital_finance_business_informatics,0.4172847575544811,0.3681836583810984,0.5140531008748236,0.27448575184626595,922181.6010249588,881906.5688313398,826190.8088205525,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1833607.6991750642,134713140.6899229,-2131611.578435707,-156607157.89493513,-2191737.169552493,-161024518.93613514,-2815113.6869046814,-1570540.809338168,0.0,inf,120.9694531661912,5404.498958567224,0.08,922181.6010249588,False,False,False,False,False,,,,0.0,100.0,I_MARKET=0.76; I_RUSCOMP=0.72; I_FEAS=0.53,I_FIN=0.18; I_HRSTRAT=0.40; I_PROGRAM=0.47
21.0,MAR,Morocco,Middle East & North Africa,Lower middle income,True,,C_watchlist,54.71552027982817,21.0,21.0,22.0,0.0,0.0,0.215,0.6884584156235536,0.5320500436332767,0.6884584156235536,0.5097535731440065,0.7414225431175613,0.7414225431175613,0.1676179643074028,0.5513631300170498,0.485146156285279,0.5,0.5320500436332767,digital_finance_business_informatics,0.4256674635438982,0.402613949632607,0.5690789449503022,0.4557679780512534,397817.2786964589,407325.000781114,356245.5546539971,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1666701.9398381962,122450758.14777845,-2622222.316636521,-192651789.1587369,-2545127.647224619,-186987728.60118082,-2797126.9352196893,-2230388.926837955,0.0,inf,54.501026635949756,5108.086938903729,0.08,397817.2786964589,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.74; I_MARKET=0.69; I_FEAS=0.55,I_FIN=0.17; I_HRSTRAT=0.49; I_ECO=0.51
22.0,CRI,Costa Rica,Latin America & Caribbean,High income,True,,B_strategic_with_subsidy,54.05105591864087,23.0,20.0,25.0,0.0,0.0,0.311,0.579539519166458,0.6507103841930042,0.579539519166458,0.6306177687145684,0.7639786225707602,0.7639786225707602,0.08666229309972097,0.7164217108616739,0.5742298679288311,0.5,0.6507103841930042,digital_finance_business_informatics,0.5787744184447813,0.5870450432857287,0.6967794541205531,0.3980152443163042,141925.02313521804,133622.6581409626,96079.63661719432,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1962469.9935774852,144180511.71114492,-4366691.447956766,-320816017.3207909,-4221345.586098534,-310137616.7305146,-4728223.882084295,-3651039.426852621,0.0,inf,21.011288283611023,5853.356099683406,0.08,141925.02313521804,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.76; I_FEAS=0.72; I_PROGRAM=0.65,I_FIN=0.09; I_HRSTRAT=0.57; I_MARKET=0.58
23.0,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,True,,C_watchlist,53.971747168417394,24.0,21.0,30.0,0.0,0.0,0.245,0.8319931748789017,0.4673483119379239,0.8319931748789017,0.5486209262493718,0.7216282320696688,0.7216282320696688,0.226984832865995,0.3183823199518198,0.3741116739656351,0.5,0.4673483119379239,digital_finance_business_informatics,0.3287556573179294,0.24648162930201045,0.5306839522404749,0.29297868092947343,1690394.4212976426,1921423.5160480733,1372864.1993719786,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1864025.294804508,136947887.98146293,-334517.5228736492,-24576634.43625185,-1315914.071842151,-96678759.35276382,-1843986.1515596602,-452327.4948147481,0.0,8.0,220.79631259429283,5475.551064739519,0.08,1690394.4212976426,False,False,False,False,False,,,,0.0,100.0,I_MARKET=0.83; I_RUSCOMP=0.72; I_ECO=0.55,I_FIN=0.23; I_FEAS=0.32; I_HRSTRAT=0.37
24.0,ARM,Armenia,Europe & Central Asia,Upper middle income,True,,B_strategic_with_subsidy,53.626395578505836,25.0,22.0,27.0,0.0,0.0,0.201,0.5126571388965205,0.7377846688948122,0.5126571388965205,0.6736139205945667,0.7873617239985456,0.7873617239985456,0.10782240017658457,0.5092908248275237,0.6965271425755359,0.5,0.7377846688948122,energy_logistics,0.5749724231422008,0.5933613330837312,0.7134546349290019,0.7771229622627194,59156.43246677993,57913.17112519471,41565.66552589427,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1832823.422996349,134655520.78177646,-3926973.537585729,-288510426.13553214,-3783217.5273521566,-277948830.1952829,-3914258.5726775406,-3598784.321135374,0.0,inf,9.27220555117068,5674.776628672101,0.08,59156.43246677993,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.79; I_PROGRAM=0.74; I_HRSTRAT=0.70,I_FIN=0.11; I_FEAS=0.51; I_MARKET=0.51
25.0,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,True,,B_strategic_with_subsidy,53.505499708726475,25.0,23.0,28.0,0.0,0.0,0.043,0.632244058951309,0.6834317985908639,0.632244058951309,0.5770932930547764,0.7699039328731192,0.7699039328731192,0.1398349114233267,0.39006323245139374,0.5963396084502735,0.5,0.6834317985908639,energy_logistics,0.3886498928098448,0.3522293912859342,0.6559562792197907,0.7609609312552563,82343.1250864043,105475.33957944071,98523.67491567144,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1650318.0939535752,121247055.01286583,-3044483.2777210083,-223674837.482557,-3120386.315903929,-229251350.20451418,-3485537.501825184,-2845424.955504597,0.0,inf,16.921736197595678,5036.345165272682,0.08,82343.1250864043,False,False,False,False,False,,,,3.0,100.0,I_RUSCOMP=0.77; I_PROGRAM=0.68; I_MARKET=0.63,I_FIN=0.14; I_FEAS=0.39; I_ECO=0.58
26.0,JOR,Jordan,Middle East & North Africa,Lower middle income,True,,C_watchlist,53.46718285438573,26.0,24.0,28.0,0.0,0.0,0.005,0.6039396572903225,0.5725650227981351,0.6039396572903225,0.48812684337888756,0.7496307636900799,0.7496307636900799,0.13261426901963183,0.6625299674547606,0.5197855117522192,0.5,0.5725650227981351,digital_finance_business_informatics,0.4766687794046225,0.49188584667583746,0.6108763441704699,0.42623073360426667,104269.73229436572,114833.17776705044,115597.30836494507,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1647833.2156583415,121064493.73788114,-3258250.052911931,-239380047.3123814,-3269892.4610165707,-240235402.22918034,-3737581.029369399,-2877247.20668017,0.0,inf,14.679230401772461,5144.94154006281,0.08,104269.73229436572,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.75; I_FEAS=0.66; I_MARKET=0.60,I_FIN=0.13; I_ECO=0.49; I_HRSTRAT=0.52
27.0,SRB,Serbia,Europe & Central Asia,Upper middle income,True,,B_strategic_with_subsidy,53.34383515270294,26.0,25.0,27.0,0.0,0.0,0.0,0.60528558275364,0.6347779387473644,0.60528558275364,0.628772625052126,0.7644463339891003,0.7644463339891003,0.0928813489218193,0.5788865489598575,0.5914045009530321,0.5,0.6347779387473644,digital_finance_business_informatics,0.5691819653788429,0.5462472873604773,0.6643997916758356,0.5392346602485153,165609.84330641793,156655.19192563242,128798.45439171021,0.7473684210526315,0.25263157894736854,partner_embedded_branch,1904450.3092301171,139917869.32379657,-3980496.39037174,-292442691.25458235,-4092577.6718023666,-300677179.7118809,-4603028.942047917,-3408524.453707292,0.0,inf,24.30778785267319,5843.899458310613,0.08,165609.84330641793,False,False,False,False,False,,,,0.0,100.0,I_RUSCOMP=0.76; I_PROGRAM=0.63; I_ECO=0.63,I_FIN=0.09; I_FEAS=0.58; I_HRSTRAT=0.59
