iso3,country,eligible,recommendation_category,recommended_program_profile,PRIORITY,program_profile,program_profile_score
DOM,Dominican Republic,True,C_watchlist,digital_finance_business_informatics,56.35290616731421,digital_finance,0.6508777264707027
BRN,Brunei Darussalam,True,B_strategic_with_subsidy,digital_finance_business_informatics,48.06562679118636,digital_finance,0.6495232227550193
PAN,Panama,True,C_watchlist,digital_finance_business_informatics,51.29520341880863,digital_finance,0.6418530149951115
QAT,Qatar,True,B_strategic_with_subsidy,digital_finance_business_informatics,47.50999221070786,digital_finance,0.6384705490285852
VNM,Viet Nam,True,neutral_in_preparation,digital_finance_business_informatics,80.38224626694874,digital_finance,0.635347449250511
KIR,Kiribati,True,C_watchlist,digital_finance_business_informatics,39.482289945583105,digital_finance,0.6342044098620093
BRB,Barbados,True,C_watchlist,digital_finance_business_informatics,39.78110075570262,digital_finance,0.6333303078361582
VCT,St. Vincent and the Grenadines,True,C_watchlist,digital_finance_business_informatics,41.324556695825734,digital_finance,0.625077313097122
CHN,China,True,A_open_priority,digital_finance_business_informatics,76.21954369266368,digital_finance,0.6238191044328291
TUR,Türkiye,True,A_open_priority,digital_finance_business_informatics,75.69950238081866,digital_finance,0.6234378261742245
CHL,Chile,True,C_watchlist,diplomatic_analytic,61.65425234476375,digital_finance,0.6202618697192009
JOR,Jordan,True,C_watchlist,digital_finance_business_informatics,53.46718285438573,digital_finance,0.6108763441704699
BLZ,Belize,True,C_watchlist,digital_finance_business_informatics,41.46611828128851,digital_finance,0.6084654739309068
BTN,Bhutan,True,C_watchlist,digital_finance_business_informatics,42.60060879523681,digital_finance,0.6021648345927849
TTO,Trinidad and Tobago,True,C_watchlist,digital_finance_business_informatics,43.723726332612,digital_finance,0.6011675972049526
NRU,Nauru,True,C_watchlist,energy_logistics,38.27228355763461,digital_finance,0.6011513882989786
BIH,Bosnia and Herzegovina,True,C_watchlist,digital_finance_business_informatics,46.839543817661145,digital_finance,0.5999284567269082
GRD,Grenada,True,C_watchlist,diplomatic_analytic,45.2972599093107,digital_finance,0.5948455954378941
SAU,Saudi Arabia,True,A_open_priority,digital_finance_business_informatics,73.39919974824426,digital_finance,0.59472855666153
KWT,Kuwait,True,C_watchlist,digital_finance_business_informatics,47.91068954833261,digital_finance,0.5941730167153727
MNG,Mongolia,True,B_strategic_with_subsidy,energy_logistics,55.37927627117115,digital_finance,0.5918513076004744
OMN,Oman,True,C_watchlist,digital_finance_business_informatics,52.80355883032395,digital_finance,0.5899268177911736
CUB,Cuba,True,C_watchlist,digital_finance_business_informatics,49.53467590314424,digital_finance,0.5896959866413207
KNA,St. Kitts and Nevis,True,C_watchlist,diplomatic_analytic,39.99052269140107,digital_finance,0.5765256854040993
BRA,Brazil,True,A_open_priority,digital_finance_business_informatics,73.02874452478801,digital_finance,0.5701444886715535
MAR,Morocco,True,C_watchlist,digital_finance_business_informatics,54.71552027982817,digital_finance,0.5690789449503022
PHL,Philippines,True,A_open_priority,digital_finance_business_informatics,69.0313710650312,digital_finance,0.5678518476043667
TUN,Tunisia,True,C_watchlist,digital_finance_business_informatics,50.026399199788486,digital_finance,0.5578223678128232
MEX,Mexico,True,A_open_priority,digital_finance_business_informatics,70.8022227881451,digital_finance,0.5552968658921675
DMA,Dominica,True,C_watchlist,digital_finance_business_informatics,33.897585834780976,digital_finance,0.5515647217132053
AZE,Azerbaijan,True,C_watchlist,digital_finance_business_informatics,50.23385427133902,digital_finance,0.5506126980610637
MHL,Marshall Islands,True,C_watchlist,diplomatic_analytic,32.47935637333317,digital_finance,0.5471539177157145
FJI,Fiji,True,C_watchlist,diplomatic_analytic,49.426088512058776,digital_finance,0.5402722670001181
SUR,Suriname,True,C_watchlist,digital_finance_business_informatics,36.37455052046867,digital_finance,0.5400599427561531
PRY,Paraguay,True,C_watchlist,digital_finance_business_informatics,50.26966076855217,digital_finance,0.5382827242705635
IRN,"Iran, Islamic Rep.",True,C_watchlist,digital_finance_business_informatics,53.971747168417394,digital_finance,0.5306839522404749
MDA,Moldova,True,C_watchlist,diplomatic_analytic,47.6234291835142,digital_finance,0.5280183969675784
JAM,Jamaica,True,C_watchlist,digital_finance_business_informatics,43.302374269778326,digital_finance,0.5207684029508799
ZAF,South Africa,True,C_watchlist,digital_finance_business_informatics,51.60149216781926,digital_finance,0.5141523546850036
PER,Peru,True,C_watchlist,digital_finance_business_informatics,54.806961566652056,digital_finance,0.5140531008748236
SLV,El Salvador,True,C_watchlist,digital_finance_business_informatics,47.60189895242998,digital_finance,0.5113139915791803
COL,Colombia,True,C_watchlist,digital_finance_business_informatics,55.307013275857685,digital_finance,0.5076144158948268
STP,São Tomé and Principe,True,C_watchlist,digital_finance_business_informatics,34.88207071631184,digital_finance,0.5033523533905749
NAM,Namibia,True,C_watchlist,energy_logistics,49.236258565932964,digital_finance,0.5023985355043239
IND,India,True,A_open_priority,digital_finance_business_informatics,71.20497466817474,digital_finance,0.4975168961480083
GTM,Guatemala,True,C_watchlist,digital_finance_business_informatics,47.54517662452329,digital_finance,0.4898924304453539
ARG,Argentina,True,A_open_priority,diplomatic_analytic,64.40593805490838,digital_finance,0.47774134184706035
KHM,Cambodia,True,C_watchlist,energy_logistics,51.351541779926926,digital_finance,0.474608471948639
LKA,Sri Lanka,True,C_watchlist,digital_finance_business_informatics,46.64124794581401,digital_finance,0.47201111220286646
DZA,Algeria,True,C_watchlist,digital_finance_business_informatics,52.559343549696514,digital_finance,0.4705050139407411
VEN,"Venezuela, RB",True,C_watchlist,digital_finance_business_informatics,48.92530160508401,digital_finance,0.4693511971142668
SWZ,Eswatini,True,C_watchlist,energy_logistics,38.32919054130817,digital_finance,0.4634349757733227
HND,Honduras,True,C_watchlist,digital_finance_business_informatics,44.847385513116016,digital_finance,0.4627795044301976
IDN,Indonesia,True,A_open_priority,digital_finance_business_informatics,71.37852896112831,digital_finance,0.46129198319861764
LBY,Libya,True,C_watchlist,energy_logistics,44.04255376733484,digital_finance,0.46037902495991667
EGY,"Egypt, Arab Rep.",True,C_watchlist,digital_finance_business_informatics,56.618254902616336,digital_finance,0.45071370102828845
GHA,Ghana,True,C_watchlist,energy_logistics,49.46182316886063,digital_finance,0.4382030180825662
ECU,Ecuador,True,C_watchlist,digital_finance_business_informatics,46.96174998052698,digital_finance,0.4359150510555025
GAB,Gabon,True,C_watchlist,energy_logistics,42.790002606972784,digital_finance,0.43529915252195883
BWA,Botswana,True,C_watchlist,economic_legal,46.71814811738386,digital_finance,0.4257651792884465
TON,Tonga,True,C_watchlist,diplomatic_analytic,35.88498708341969,digital_finance,0.4251080238316959
SEN,Senegal,True,C_watchlist,energy_logistics,47.20747192424508,digital_finance,0.42286936055725155
NIC,Nicaragua,True,C_watchlist,energy_logistics,44.417510979559,digital_finance,0.4199650968904591
LAO,Lao PDR,True,C_watchlist,digital_finance_business_informatics,43.12642122866685,digital_finance,0.41470444721415517
WSM,Samoa,True,C_watchlist,diplomatic_analytic,39.92578551007817,digital_finance,0.41469915300701005
BOL,Bolivia,True,C_watchlist,digital_finance_business_informatics,42.90567282029563,digital_finance,0.4098821485536832
GNQ,Equatorial Guinea,True,C_watchlist,digital_finance_business_informatics,36.07833168481788,digital_finance,0.4046816905608996
LBN,Lebanon,True,C_watchlist,digital_finance_business_informatics,42.22320638118972,digital_finance,0.400959784474527
IRQ,Iraq,True,C_watchlist,digital_finance_business_informatics,40.726738325153214,digital_finance,0.3913364099256064
TUV,Tuvalu,True,C_watchlist,energy_logistics,34.2399182372718,digital_finance,0.38837735390741795
BGD,Bangladesh,True,C_watchlist,digital_finance_business_informatics,47.79421397352352,digital_finance,0.38728714707368705
GMB,"Gambia, The",True,C_watchlist,digital_finance_business_informatics,38.74328416687975,digital_finance,0.3838917831870701
CIV,Côte d'Ivoire,True,C_watchlist,energy_logistics,46.72998380859494,digital_finance,0.3831589704692427
MRT,Mauritania,True,C_watchlist,energy_logistics,44.007475644531205,digital_finance,0.38049183077616505
TJK,Tajikistan,True,C_watchlist,energy_logistics,44.825614594946614,digital_finance,0.3798210558048639
LSO,Lesotho,True,C_watchlist,energy_logistics,39.05631361458721,digital_finance,0.3567222194791539
PAK,Pakistan,True,C_watchlist,digital_finance_business_informatics,43.72103026464743,digital_finance,0.35160510241965776
PRK,"Korea, Dem. People's Rep.",True,C_watchlist,energy_logistics,40.249158239424965,digital_finance,0.35112067754435466
NGA,Nigeria,True,C_watchlist,digital_finance_business_informatics,45.190703553574984,digital_finance,0.3506534209922189
NPL,Nepal,True,C_watchlist,digital_finance_business_informatics,42.945670931738036,digital_finance,0.3501959588842333
KEN,Kenya,True,C_watchlist,digital_finance_business_informatics,43.38365528520892,digital_finance,0.33834815337375823
TGO,Togo,True,C_watchlist,energy_logistics,41.16434377996585,digital_finance,0.3367799844881502
TKM,Turkmenistan,True,C_watchlist,energy_logistics,39.889619223961944,digital_finance,0.3356866598126576
TLS,Timor-Leste,True,C_watchlist,diplomatic_analytic,37.31053747414228,digital_finance,0.3328833661790746
BEN,Benin,True,C_watchlist,energy_logistics,43.6556746787181,digital_finance,0.33178371542753476
RWA,Rwanda,True,C_watchlist,energy_logistics,45.102419272730444,digital_finance,0.3299883295086444
COG,"Congo, Rep.",True,C_watchlist,energy_logistics,41.00779474375392,digital_finance,0.3237811015392872
CMR,Cameroon,True,C_watchlist,digital_finance_business_informatics,40.351353809971485,digital_finance,0.3159131296185535
AGO,Angola,True,C_watchlist,energy_logistics,43.16055283663719,digital_finance,0.3002706904724071
SOM,"Somalia, Fed. Rep.",True,C_watchlist,energy_logistics,34.668864681984545,digital_finance,0.2791727506799511
GIN,Guinea,True,C_watchlist,energy_logistics,41.799254459506,digital_finance,0.2728354585216109
ZWE,Zimbabwe,True,C_watchlist,digital_finance_business_informatics,35.303555018376166,digital_finance,0.27096464570581646
ERI,Eritrea,True,C_watchlist,energy_logistics,31.123532586026492,digital_finance,0.2648320578288627
ZMB,Zambia,True,C_watchlist,energy_logistics,39.862922778194324,digital_finance,0.26116187934532314
COD,"Congo, Dem. Rep.",True,C_watchlist,energy_logistics,38.71033337278833,digital_finance,0.25929306649395745
COM,Comoros,True,C_watchlist,digital_finance_business_informatics,30.97527591253155,digital_finance,0.24859863238722046
SLB,Solomon Islands,True,C_watchlist,energy_logistics,36.85282157893492,digital_finance,0.24260353138094787
PNG,Papua New Guinea,True,C_watchlist,energy_logistics,38.01992753087212,digital_finance,0.23938743459203968
VUT,Vanuatu,True,D_not_recommended,economic_legal,29.43103665089214,digital_finance,0.2263114618578262
NER,Niger,True,C_watchlist,energy_logistics,37.417087250896316,digital_finance,0.22543048639993418
MLI,Mali,True,C_watchlist,energy_logistics,35.78657558885152,digital_finance,0.2252256041423628
BFA,Burkina Faso,True,C_watchlist,energy_logistics,36.89925798862305,digital_finance,0.2235377883627371
TZA,Tanzania,True,C_watchlist,energy_logistics,41.531468415322806,digital_finance,0.22153081399270028
MMR,Myanmar,True,C_watchlist,energy_logistics,34.226587140850995,digital_finance,0.22145509545407674
ETH,Ethiopia,True,C_watchlist,energy_logistics,39.60032028440882,digital_finance,0.2100324713494814
LBR,Liberia,True,C_watchlist,energy_logistics,33.08588126049006,digital_finance,0.20487950784851708
UGA,Uganda,True,C_watchlist,energy_logistics,38.693290404779965,digital_finance,0.19250020722700725
MDG,Madagascar,True,C_watchlist,energy_logistics,35.03199427120714,digital_finance,0.18904784369476246
SLE,Sierra Leone,True,C_watchlist,energy_logistics,31.177824593197016,digital_finance,0.1888781375281872
HTI,Haiti,True,D_not_recommended,digital_finance_business_informatics,23.236249315141873,digital_finance,0.18160992403624107
SYR,Syrian Arab Republic,True,C_watchlist,digital_finance_business_informatics,32.08816227829102,digital_finance,0.1774576884289665
YEM,"Yemen, Rep.",True,C_watchlist,energy_logistics,31.17985456108278,digital_finance,0.17601580917915177
GNB,Guinea-Bissau,True,D_not_recommended,energy_logistics,26.73577502222319,digital_finance,0.17163890281175131
BDI,Burundi,True,C_watchlist,energy_logistics,31.917397798870084,digital_finance,0.15596551020500782
SSD,South Sudan,True,D_not_recommended,economic_legal,25.452158339557958,digital_finance,0.15230103535828213
MOZ,Mozambique,True,C_watchlist,energy_logistics,36.42827000085332,digital_finance,0.1478446473220833
AFG,Afghanistan,True,C_watchlist,energy_logistics,30.616816374833117,digital_finance,0.14324809480727166
TCD,Chad,True,C_watchlist,energy_logistics,31.01305221161236,digital_finance,0.12370023893932558
MWI,Malawi,True,D_not_recommended,energy_logistics,29.454257644979226,digital_finance,0.1099156711912838
SDN,Sudan,True,D_not_recommended,digital_finance_business_informatics,25.23691264207015,digital_finance,0.10270319859396482
CAF,Central African Republic,True,D_not_recommended,energy_logistics,22.07106913452306,digital_finance,0.08660920104983406
MLT,Malta,False,D_excluded,energy_logistics,0.0,digital_finance,0.9635862444814756
ABW,Aruba,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.9349307332899378
MAC,"Macao SAR, China",False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.9345256933675344
MCO,Monaco,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.9082866537688934
SGP,Singapore,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.8889931879649807
HKG,"Hong Kong SAR, China",False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.8876408394696274
BMU,Bermuda,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.8828830282541312
CYP,Cyprus,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.866405898834582
LUX,Luxembourg,False,D_excluded,economic_legal,0.0,digital_finance,0.8581931189597547
CYM,Cayman Islands,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.8418671850711883
AND,Andorra,False,D_excluded,economic_legal,0.0,digital_finance,0.8261644026179893
IRL,Ireland,False,D_excluded,economic_legal,0.0,digital_finance,0.7915523384935108
CHE,Switzerland,False,D_excluded,economic_legal,0.0,digital_finance,0.7904402529189033
NLD,Netherlands,False,D_excluded,economic_legal,0.0,digital_finance,0.7895753274683852
BEL,Belgium,False,D_excluded,economic_legal,0.0,digital_finance,0.7862787773763145
DNK,Denmark,False,D_excluded,economic_legal,0.0,digital_finance,0.7849259928542142
USA,United States,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.7671056441324884
BHS,"Bahamas, The",False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.7666031458104101
ESP,Spain,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.739772189274548
SXM,Sint Maarten (Dutch part),False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.7373660323975253
CUW,Curaçao,False,D_excluded,energy_logistics,0.0,digital_finance,0.7305182887439088
LTU,Lithuania,False,D_excluded,economic_legal,0.0,digital_finance,0.7265793622128472
SMR,San Marino,False,D_excluded,economic_legal,0.0,digital_finance,0.7259894332938059
SWE,Sweden,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.7139934470113015
GBR,United Kingdom,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.7115970880439701
IMN,Isle of Man,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.7085293277587702
SVK,Slovak Republic,False,D_excluded,economic_legal,0.0,digital_finance,0.7050423509457059
GIB,Gibraltar,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6982399508543689
EST,Estonia,False,D_excluded,economic_legal,0.0,digital_finance,0.6920256371853363
SVN,Slovenia,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.69025435225472
CAN,Canada,False,D_excluded,economic_legal,0.0,digital_finance,0.6867447920553894
FRA,France,False,D_excluded,economic_legal,0.0,digital_finance,0.6857188311955824
MNE,Montenegro,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.682664393680133
PRT,Portugal,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6805003175445006
HRV,Croatia,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6777304406028369
AUS,Australia,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6773973177368912
GRC,Greece,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.675519339698301
BGR,Bulgaria,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6742277106108524
KAZ,Kazakhstan,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6738277199723648
HUN,Hungary,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6707621936498883
KOR,"Korea, Rep.",False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6705431854934555
LVA,Latvia,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6692442578578861
POL,Poland,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6690300100370435
NZL,New Zealand,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6665672036313234
ISL,Iceland,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6660073638195991
MKD,North Macedonia,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6636059749935689
CZE,Czechia,False,D_excluded,economic_legal,0.0,digital_finance,0.6629457395876648
AUT,Austria,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6595331264135893
RUS,Russian Federation,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6558529908906823
FRO,Faroe Islands,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.655027406101845
NOR,Norway,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6519858002062207
FIN,Finland,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.6512678814624165
DEU,Germany,False,D_excluded,economic_legal,0.0,digital_finance,0.6450568245249203
ITA,Italy,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6385045414795946
ROU,Romania,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6330387886056924
MAF,St. Martin (French part),False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6273260835097649
JPN,Japan,False,D_excluded,economic_legal,0.0,digital_finance,0.6209372148219191
PRI,Puerto Rico (US),False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.6195405151153167
LIE,Liechtenstein,False,D_excluded,economic_legal,0.0,digital_finance,0.6102873711982765
GUM,Guam,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5983507213757655
VGB,British Virgin Islands,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5890454892160126
GRL,Greenland,False,D_excluded,economic_legal,0.0,digital_finance,0.5847872523406983
UKR,Ukraine,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5841718376133894
PYF,French Polynesia,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5823092634368294
XKX,Kosovo,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5816950249469586
VIR,Virgin Islands (US),False,D_excluded,economic_legal,0.0,digital_finance,0.5699279441106054
ALB,Albania,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5657126173655106
UZB,Uzbekistan,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.5559707854703628
TCA,Turks and Caicos Islands,False,D_excluded,economic_legal,0.0,digital_finance,0.5062578408803119
NCL,New Caledonia,False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.48541571122335203
MNP,Northern Mariana Islands,False,D_excluded,energy_logistics,0.0,digital_finance,0.43107043692836244
PSE,West Bank and Gaza,False,D_excluded,digital_finance_business_informatics,0.0,digital_finance,0.43068138255235916
FSM,"Micronesia, Fed. Sts.",False,D_excluded,diplomatic_analytic,0.0,digital_finance,0.37071639175774135
ASM,American Samoa,False,D_excluded,economic_legal,0.0,digital_finance,0.34082710792591764
ARE,United Arab Emirates,True,B_strategic_with_subsidy,energy_logistics,63.506106745664795,diplo_analytic,0.7604462803960823
CHI,Channel Islands,True,B_strategic_with_subsidy,digital_finance_business_informatics,47.06173809381484,diplo_analytic,0.751007362415522
PLW,Palau,True,C_watchlist,diplomatic_analytic,38.38639633987301,diplo_analytic,0.7307045636822098
KNA,St. Kitts and Nevis,True,C_watchlist,diplomatic_analytic,39.99052269140107,diplo_analytic,0.6843058791722247
GRD,Grenada,True,C_watchlist,diplomatic_analytic,45.2972599093107,diplo_analytic,0.6698023335272383
GEO,Georgia,True,B_strategic_with_subsidy,digital_finance_business_informatics,58.64935681598443,diplo_analytic,0.666776343612489
MUS,Mauritius,True,B_strategic_with_subsidy,economic_legal,51.50101467494254,diplo_analytic,0.6493061715697352
CHL,Chile,True,C_watchlist,diplomatic_analytic,61.65425234476375,diplo_analytic,0.648484214907766
URY,Uruguay,True,C_watchlist,digital_finance_business_informatics,51.95960939558758,diplo_analytic,0.6448934828035052
BHR,Bahrain,True,B_strategic_with_subsidy,digital_finance_business_informatics,52.65419429932447,diplo_analytic,0.6426831204973397
ISR,Israel,True,C_watchlist,economic_legal,51.57071280677754,diplo_analytic,0.6350212107502051
MDV,Maldives,True,B_strategic_with_subsidy,digital_finance_business_informatics,48.372777246174806,diplo_analytic,0.6229130978435807
SYC,Seychelles,True,C_watchlist,energy_logistics,43.17561958370638,diplo_analytic,0.6204695714746603
BRB,Barbados,True,C_watchlist,digital_finance_business_informatics,39.78110075570262,diplo_analytic,0.6132096462614525
FJI,Fiji,True,C_watchlist,diplomatic_analytic,49.426088512058776,diplo_analytic,0.5850354429277626
MHL,Marshall Islands,True,C_watchlist,diplomatic_analytic,32.47935637333317,diplo_analytic,0.5822427328527827
CRI,Costa Rica,True,B_strategic_with_subsidy,digital_finance_business_informatics,54.05105591864087,diplo_analytic,0.5787744184447813
ARM,Armenia,True,B_strategic_with_subsidy,energy_logistics,53.626395578505836,diplo_analytic,0.5749724231422008
NRU,Nauru,True,C_watchlist,energy_logistics,38.27228355763461,diplo_analytic,0.5707849271162465
THA,Thailand,True,B_strategic_with_subsidy,digital_finance_business_informatics,67.02326061545864,diplo_analytic,0.5706719830606207
SRB,Serbia,True,B_strategic_with_subsidy,digital_finance_business_informatics,53.34383515270294,diplo_analytic,0.5691819653788429
MYS,Malaysia,True,B_strategic_with_subsidy,digital_finance_business_informatics,64.94181309762479,diplo_analytic,0.5649224564700456
ATG,Antigua and Barbuda,True,C_watchlist,digital_finance_business_informatics,38.677065581463324,diplo_analytic,0.5639508018333435
MDA,Moldova,True,C_watchlist,diplomatic_analytic,47.6234291835142,diplo_analytic,0.5565390123947829
SAU,Saudi Arabia,True,A_open_priority,digital_finance_business_informatics,73.39919974824426,diplo_analytic,0.5548085172035764
QAT,Qatar,True,B_strategic_with_subsidy,digital_finance_business_informatics,47.50999221070786,diplo_analytic,0.545733376665048
CUB,Cuba,True,C_watchlist,digital_finance_business_informatics,49.53467590314424,diplo_analytic,0.5417674914343414
BRN,Brunei Darussalam,True,B_strategic_with_subsidy,digital_finance_business_informatics,48.06562679118636,diplo_analytic,0.5408859491804724
TUR,Türkiye,True,A_open_priority,digital_finance_business_informatics,75.69950238081866,diplo_analytic,0.5353755707969705
PAN,Panama,True,C_watchlist,digital_finance_business_informatics,51.29520341880863,diplo_analytic,0.5332256004461081
KWT,Kuwait,True,C_watchlist,digital_finance_business_informatics,47.91068954833261,diplo_analytic,0.5291348697860369
VCT,St. Vincent and the Grenadines,True,C_watchlist,digital_finance_business_informatics,41.324556695825734,diplo_analytic,0.5275927344502863
CHN,China,True,A_open_priority,digital_finance_business_informatics,76.21954369266368,diplo_analytic,0.512694542907245
WSM,Samoa,True,C_watchlist,diplomatic_analytic,39.92578551007817,diplo_analytic,0.5123636069960922
OMN,Oman,True,C_watchlist,digital_finance_business_informatics,52.80355883032395,diplo_analytic,0.507666025535745
MNG,Mongolia,True,B_strategic_with_subsidy,energy_logistics,55.37927627117115,diplo_analytic,0.5068147414266884
LCA,St. Lucia,True,C_watchlist,digital_finance_business_informatics,38.45721814427345,diplo_analytic,0.5051692956106223
CPV,Cabo Verde,True,B_strategic_with_subsidy,digital_finance_business_informatics,46.97976426227924,diplo_analytic,0.5045737800896964
ARG,Argentina,True,A_open_priority,diplomatic_analytic,64.40593805490838,diplo_analytic,0.494810636151561
JOR,Jordan,True,C_watchlist,digital_finance_business_informatics,53.46718285438573,diplo_analytic,0.4766687794046225
DOM,Dominican Republic,True,C_watchlist,digital_finance_business_informatics,56.35290616731421,diplo_analytic,0.4690166012248355
TUV,Tuvalu,True,C_watchlist,energy_logistics,34.2399182372718,diplo_analytic,0.46704950629906195
DJI,Djibouti,True,C_watchlist,energy_logistics,44.75150391396487,diplo_analytic,0.46162494400579873
VNM,Viet Nam,True,neutral_in_preparation,digital_finance_business_informatics,80.38224626694874,diplo_analytic,0.4592542498095345
BWA,Botswana,True,C_watchlist,economic_legal,46.71814811738386,diplo_analytic,0.45759192155287903
TUN,Tunisia,True,C_watchlist,digital_finance_business_informatics,50.026399199788486,diplo_analytic,0.4516654706990801
TON,Tonga,True,C_watchlist,diplomatic_analytic,35.88498708341969,diplo_analytic,0.44895815410198336
GUY,Guyana,True,B_strategic_with_subsidy,energy_logistics,48.56298070361997,diplo_analytic,0.4467546664037576
BLR,Belarus,True,B_strategic_with_subsidy,digital_finance_business_informatics,51.29352516091667,diplo_analytic,0.4456061003463963
KIR,Kiribati,True,C_watchlist,digital_finance_business_informatics,39.482289945583105,diplo_analytic,0.44244453547191476
